Input_angles1, Input_angles2, Calc_angles1,Calc_angles2, Voltage1,Voltage2,Voltage3,Voltage4,Calc_angles
0,0,0,0,0,0,0,0,                                                                                                                                 29,-30,55.00,55.00,49.00,46.00,7.77,-1.65,

1,6,54.00,51.00,51.00,52.00,1.09,2.16,

0,6,51.00,51.00,51.00,51.00,0.00,0.00,

-1,6,51.00,51.00,50.00,51.00,0.56,0.56,

-2,6,52.00,52.00,51.00,51.00,1.10,0.00,

-3,6,50.00,50.00,50.00,50.00,0.00,0.00,

-4,6,55.00,53.00,50.00,49.00,4.76,0.55,

-5,6,50.00,51.00,51.00,51.00,-0.56,-0.56,

-6,6,51.00,51.00,51.00,51.00,0.00,0.00,

-7,6,50.00,50.00,51.00,50.00,-0.57,-0.57,

-8,6,53.00,49.00,51.00,49.00,1.12,1.12,

-9,6,52.00,52.00,50.00,51.00,1.65,0.56,

-10,6,52.00,52.00,51.00,51.00,1.10,0.00,

-11,6,52.00,52.00,51.00,52.00,0.55,0.55,

-12,6,50.00,52.00,50.00,51.00,0.56,-0.56,

-13,6,44.00,53.00,48.00,49.00,0.00,-4.53,

-14,6,52.00,51.00,51.00,51.00,0.56,0.56,

-15,6,51.00,51.00,51.00,51.00,0.00,0.00,

-16,6,50.00,51.00,49.00,51.00,0.57,0.57,

-17,6,51.00,57.00,50.00,51.00,3.71,-2.68,

-18,6,51.00,51.00,52.00,51.00,-0.56,-0.56,

-19,6,91.00,51.00,51.00,51.00,15.73,15.73,

-20,6,53.00,52.00,51.00,52.00,1.09,1.09,

-21,6,54.00,51.00,51.00,50.00,2.18,1.10,

-22,6,49.00,50.00,48.00,52.00,-0.57,1.70,

-23,6,51.00,51.00,51.00,51.00,0.00,0.00,

-24,6,40.00,51.00,51.00,51.00,-6.16,-6.16,

-25,6,51.00,51.00,50.00,50.00,1.12,0.00,

-26,6,48.00,52.00,49.00,51.00,0.00,-1.13,

-27,6,50.00,52.00,51.00,51.00,0.00,-1.11,

-28,6,51.00,51.00,51.00,51.00,0.00,0.00,

-29,6,52.00,51.00,52.00,51.00,0.00,0.00,

-30,6,53.00,52.00,51.00,51.00,1.64,0.55,

-30,7,57.00,52.00,51.00,50.00,4.20,2.14,

-29,7,51.00,51.00,51.00,51.00,0.00,0.00,

-28,7,51.00,51.00,51.00,51.00,0.00,0.00,

-27,7,50.00,50.00,50.00,50.00,0.00,0.00,

-26,7,48.00,51.00,50.00,50.00,-0.57,-1.70,

-25,7,56.00,50.00,50.00,50.00,3.24,3.24,

-24,7,51.00,52.00,51.00,51.00,0.56,-0.56,

-23,7,52.00,51.00,51.00,51.00,0.56,0.56,

-22,7,53.00,52.00,51.00,51.00,1.64,0.55,

-21,7,50.00,53.00,49.00,59.00,-2.65,3.67,

-20,7,51.00,50.00,50.00,51.00,0.00,1.12,

-19,7,51.00,51.00,50.00,51.00,0.56,0.56,

-18,7,51.00,51.00,50.00,50.00,1.12,0.00,

-17,7,51.00,51.00,50.00,51.00,0.56,0.56,

-16,7,55.00,52.00,52.00,50.00,2.68,0.55,

-15,7,52.00,51.00,51.00,51.00,0.56,0.56,

-14,7,52.00,51.00,51.00,51.00,0.56,0.56,

-13,7,52.00,52.00,51.00,51.00,1.10,0.00,

-12,7,50.00,53.00,51.00,52.00,0.00,-1.10,

-11,7,51.00,51.00,51.00,51.00,0.00,0.00,

-10,7,52.00,51.00,50.00,51.00,1.11,1.11,

-9,7,50.00,51.00,50.00,50.00,0.57,-0.57,

-8,7,53.00,50.00,50.00,50.00,1.67,1.67,

-7,7,52.00,50.00,50.00,53.00,-0.56,2.73,

-6,7,51.00,52.00,51.00,51.00,0.56,-0.56,

-5,7,91.00,51.00,51.00,51.00,15.73,15.73,

-4,7,53.00,52.00,51.00,52.00,1.09,1.09,

-3,7,44.00,53.00,53.00,51.00,-3.85,-5.92,

-2,7,52.00,51.00,51.00,51.00,0.56,0.56,

-1,7,51.00,51.00,50.00,51.00,0.56,0.56,

0,7,49.00,50.00,50.00,51.00,-1.13,0.00,

1,7,46.00,50.00,52.00,49.00,-2.83,-3.93,

2,7,47.00,52.00,50.00,50.00,-0.57,-2.81,

3,7,52.00,52.00,51.00,51.00,1.10,0.00,

4,7,51.00,51.00,51.00,51.00,0.00,0.00,

5,7,53.00,52.00,51.00,52.00,1.09,1.09,

6,7,46.00,51.00,50.00,53.00,-3.33,-1.13,

7,7,49.00,51.00,50.00,50.00,0.00,-1.13,

8,7,51.00,51.00,51.00,51.00,0.00,0.00,

9,7,56.00,51.00,50.00,51.00,3.21,3.21,

10,7,51.00,51.00,50.00,51.00,0.56,0.56,

11,7,42.00,50.00,51.00,50.00,-5.09,-5.09,

12,7,52.00,51.00,51.00,51.00,0.56,0.56,

13,7,49.00,51.00,51.00,51.00,-1.12,-1.12,

14,7,53.00,52.00,51.00,52.00,1.09,1.09,

15,7,54.00,53.00,52.00,53.00,1.07,1.07,

16,7,52.00,50.00,49.00,50.00,1.68,1.68,

17,7,51.00,51.00,50.00,51.00,0.56,0.56,

18,7,51.00,51.00,50.00,51.00,0.56,0.56,

19,7,52.00,51.00,49.00,51.00,1.67,1.67,

20,7,42.00,49.00,50.00,50.00,-5.14,-4.04,

21,7,51.00,52.00,51.00,51.00,0.56,-0.56,

22,7,51.00,52.00,51.00,51.00,0.56,-0.56,

23,7,53.00,52.00,51.00,52.00,1.09,1.09,

24,7,46.00,50.00,49.00,51.00,-2.29,-1.16,

25,7,50.00,51.00,50.00,51.00,0.00,0.00,

26,7,57.00,51.00,51.00,51.00,3.18,3.18,

27,7,52.00,51.00,51.00,51.00,0.56,0.56,

28,7,51.00,50.00,51.00,50.00,0.00,0.00,

29,7,49.00,51.00,51.00,52.00,-1.67,-0.56,

29,8,63.00,52.00,51.00,51.00,6.45,5.51,

28,8,51.00,51.00,51.00,51.00,0.00,0.00,

27,8,51.00,52.00,51.00,52.00,0.00,0.00,

26,8,52.00,52.00,51.00,51.00,1.10,0.00,

25,8,49.00,53.00,52.00,51.00,-0.56,-2.73,

24,8,52.00,51.00,51.00,51.00,0.56,0.56,

23,8,51.00,51.00,51.00,51.00,0.00,0.00,

22,8,51.00,51.00,50.00,50.00,1.12,0.00,

21,8,51.00,51.00,51.00,52.00,-0.56,0.56,

20,8,54.00,53.00,52.00,52.00,1.61,0.54,

19,8,52.00,51.00,51.00,52.00,0.00,1.10,

18,8,52.00,51.00,51.00,51.00,0.56,0.56,

17,8,52.00,52.00,51.00,52.00,0.55,0.55,

16,8,44.00,49.00,51.00,52.00,-5.55,-2.29,

15,8,52.00,52.00,51.00,51.00,1.10,0.00,

14,8,51.00,51.00,51.00,51.00,0.00,0.00,

13,8,51.00,51.00,51.00,51.00,0.00,0.00,

12,8,42.00,51.00,50.00,50.00,-4.00,-5.09,

11,8,52.00,49.00,52.00,49.00,0.00,0.00,

10,8,52.00,51.00,51.00,51.00,0.56,0.56,

9,8,51.00,52.00,51.00,51.00,0.56,-0.56,

8,8,52.00,52.00,51.00,51.00,1.10,0.00,

7,8,51.00,51.00,51.00,52.00,-0.56,0.56,

6,8,54.00,51.00,53.00,50.00,1.09,0.00,

5,8,51.00,51.00,50.00,51.00,0.56,0.56,

4,8,51.00,51.00,50.00,51.00,0.56,0.56,

3,8,49.00,51.00,50.00,50.00,0.00,-1.13,

2,8,42.00,52.00,48.00,52.00,-3.43,-3.43,

1,8,54.00,53.00,49.00,52.00,3.21,2.16,

0,8,51.00,51.00,51.00,51.00,0.00,0.00,

-1,8,52.00,52.00,51.00,51.00,1.10,0.00,

-2,8,53.00,52.00,51.00,52.00,1.09,1.09,

-3,8,54.00,52.00,52.00,52.00,1.08,1.08,

-4,8,49.00,51.00,50.00,51.00,-0.57,-0.57,

-5,8,51.00,51.00,51.00,51.00,0.00,0.00,

-6,8,51.00,51.00,50.00,51.00,0.56,0.56,

-7,8,49.00,50.00,49.00,50.00,0.00,0.00,

-8,8,51.00,51.00,52.00,52.00,-1.10,0.00,

-9,8,51.00,51.00,51.00,51.00,0.00,0.00,

-10,8,52.00,51.00,50.00,51.00,1.11,1.11,

-11,8,52.00,52.00,51.00,51.00,1.10,0.00,

-12,8,47.00,52.00,51.00,51.00,-1.68,-2.78,

-13,8,52.00,53.00,48.00,52.00,2.73,1.65,

-14,8,52.00,51.00,51.00,51.00,0.56,0.56,

-15,8,51.00,51.00,50.00,51.00,0.56,0.56,

-16,8,51.00,51.00,50.00,50.00,1.12,0.00,

-17,8,50.00,49.00,48.00,52.00,-0.57,2.81,

-18,8,52.00,51.00,51.00,51.00,0.56,0.56,

-19,8,52.00,51.00,51.00,51.00,0.56,0.56,

-20,8,53.00,52.00,52.00,51.00,1.09,0.00,

-21,8,54.00,51.00,49.00,51.00,2.73,2.73,

-22,8,49.00,51.00,48.00,52.00,0.00,1.13,

-23,8,51.00,51.00,51.00,51.00,0.00,0.00,

-24,8,51.00,51.00,50.00,51.00,0.56,0.56,

-25,8,51.00,50.00,50.00,51.00,0.00,1.12,

-26,8,44.00,52.00,52.00,51.00,-3.89,-4.95,

-27,8,52.00,51.00,52.00,52.00,-0.55,0.55,

-28,8,52.00,51.00,51.00,51.00,0.56,0.56,

-29,8,53.00,52.00,51.00,51.00,1.64,0.55,

-30,8,52.00,52.00,51.00,51.00,1.10,0.00,

-30,9,52.00,52.00,50.00,50.00,2.20,0.00,

-29,9,51.00,51.00,51.00,51.00,0.00,0.00,

-28,9,51.00,52.00,51.00,51.00,0.56,-0.56,

-27,9,50.00,51.00,50.00,51.00,0.00,0.00,

-26,9,49.00,50.00,50.00,51.00,-1.13,0.00,

-25,9,48.00,52.00,48.00,52.00,0.00,0.00,

-24,9,52.00,51.00,51.00,52.00,0.00,1.10,

-23,9,51.00,51.00,51.00,51.00,0.00,0.00,

-22,9,52.00,52.00,51.00,53.00,0.00,1.09,

-21,9,53.00,51.00,50.00,51.00,1.65,1.65,

-20,9,46.00,52.00,49.00,52.00,-1.70,-1.70,

-19,9,51.00,51.00,50.00,51.00,0.56,0.56,

-18,9,52.00,51.00,50.00,51.00,1.11,1.11,

-17,9,51.00,51.00,51.00,50.00,0.56,-0.56,

-16,9,50.00,50.00,50.00,50.00,0.00,0.00,

-15,9,50.00,50.00,49.00,51.00,0.00,1.13,

-14,9,52.00,51.00,51.00,51.00,0.56,0.56,

-13,9,51.00,52.00,52.00,51.00,0.00,-1.10,

-12,9,51.00,52.00,51.00,52.00,0.00,0.00,

-11,9,53.00,50.00,52.00,52.00,-0.55,1.64,

-10,9,51.00,51.00,51.00,51.00,0.00,0.00,

-9,9,51.00,51.00,51.00,51.00,0.00,0.00,

-8,9,49.00,51.00,50.00,51.00,-0.57,-0.57,

-7,9,50.00,51.00,49.00,51.00,0.57,0.57,

-6,9,55.00,53.00,49.00,51.00,4.24,2.16,

-5,9,52.00,52.00,51.00,51.00,1.10,0.00,

-4,9,52.00,52.00,51.00,51.00,1.10,0.00,

-3,9,53.00,52.00,51.00,52.00,1.09,1.09,

-2,9,40.00,53.00,49.00,51.00,-4.00,-6.16,

-1,9,53.00,52.00,51.00,51.00,1.64,0.55,

0,9,51.00,52.00,51.00,51.00,0.56,-0.56,

1,9,51.00,51.00,51.00,50.00,0.56,-0.56,

2,9,52.00,52.00,49.00,50.00,2.75,0.56,

3,9,51.00,50.00,50.00,50.00,0.57,0.57,

4,9,52.00,52.00,51.00,51.00,1.10,0.00,

5,9,52.00,52.00,51.00,51.00,1.10,0.00,

6,9,71.00,52.00,52.00,52.00,8.78,8.78,

7,9,50.00,53.00,52.00,52.00,-0.55,-1.64,

8,9,53.00,52.00,51.00,51.00,1.64,0.55,

9,9,51.00,52.00,51.00,51.00,0.56,-0.56,

10,9,50.00,51.00,51.00,51.00,-0.56,-0.56,

11,9,53.00,52.00,51.00,52.00,1.09,1.09,

12,9,54.00,52.00,52.00,50.00,2.16,0.00,

13,9,52.00,52.00,51.00,51.00,1.10,0.00,

14,9,52.00,51.00,51.00,51.00,0.56,0.56,

15,9,53.00,52.00,51.00,52.00,1.09,1.09,

16,9,51.00,53.00,50.00,52.00,1.10,0.00,

17,9,51.00,52.00,51.00,51.00,0.56,-0.56,

18,9,52.00,51.00,51.00,51.00,0.56,0.56,

19,9,50.00,51.00,51.00,51.00,-0.56,-0.56,

20,9,53.00,50.00,52.00,51.00,0.00,1.10,

21,9,56.00,50.00,51.00,50.00,2.70,2.70,

22,9,52.00,52.00,51.00,51.00,1.10,0.00,

23,9,52.00,51.00,51.00,51.00,0.56,0.56,

24,9,52.00,52.00,51.00,51.00,1.10,0.00,

25,9,53.00,51.00,51.00,52.00,0.55,1.64,

26,9,52.00,51.00,51.00,51.00,0.56,0.56,

27,9,52.00,51.00,51.00,51.00,0.56,0.56,

28,9,51.00,51.00,50.00,51.00,0.56,0.56,

29,9,40.00,52.00,50.00,51.00,-5.09,-6.16,

29,10,53.00,52.00,51.00,52.00,1.09,1.09,

28,10,52.00,51.00,51.00,51.00,0.56,0.56,

27,10,52.00,52.00,51.00,52.00,0.55,0.55,

26,10,52.00,52.00,51.00,51.00,1.10,0.00,

25,10,32.00,52.00,52.00,52.00,-10.89,-10.89,

24,10,51.00,51.00,51.00,51.00,0.00,0.00,

23,10,51.00,51.00,51.00,51.00,0.00,0.00,

22,10,51.00,51.00,50.00,51.00,0.56,0.56,

21,10,44.00,51.00,49.00,50.00,-2.31,-3.43,

20,10,36.00,50.00,52.00,50.00,-8.91,-8.91,

19,10,52.00,51.00,51.00,51.00,0.56,0.56,

18,10,52.00,52.00,51.00,51.00,1.10,0.00,

17,10,52.00,52.00,51.00,51.00,1.10,0.00,

16,10,49.00,52.00,52.00,52.00,-1.65,-1.65,

15,10,51.00,51.00,51.00,51.00,0.00,0.00,

14,10,51.00,51.00,51.00,51.00,0.00,0.00,

13,10,51.00,51.00,50.00,51.00,0.56,0.56,

12,10,52.00,52.00,51.00,51.00,1.10,0.00,

11,10,48.00,53.00,48.00,51.00,1.13,-1.13,

10,10,51.00,52.00,51.00,51.00,0.56,-0.56,

9,10,52.00,51.00,51.00,51.00,0.56,0.56,

8,10,51.00,52.00,52.00,52.00,-0.55,-0.55,

7,10,42.00,53.00,49.00,50.00,-2.31,-5.60,

6,10,51.00,52.00,50.00,51.00,1.11,0.00,

5,10,51.00,51.00,50.00,51.00,0.56,0.56,

4,10,51.00,51.00,50.00,51.00,0.56,0.56,

3,10,53.00,52.00,48.00,51.00,3.27,2.20,

2,10,52.00,52.00,53.00,52.00,-0.55,-0.55,

1,10,52.00,52.00,50.00,51.00,1.65,0.56,

0,10,52.00,51.00,51.00,51.00,0.56,0.56,

-1,10,53.00,52.00,51.00,51.00,1.64,0.55,

-2,10,53.00,51.00,52.00,49.00,1.65,-0.56,

-3,10,51.00,51.00,51.00,51.00,0.00,0.00,

-4,10,52.00,51.00,51.00,51.00,0.56,0.56,

-5,10,51.00,51.00,50.00,51.00,0.56,0.56,

-6,10,54.00,52.00,49.00,52.00,2.70,2.70,

-7,10,43.00,49.00,53.00,50.00,-6.10,-5.04,

-8,10,51.00,51.00,51.00,51.00,0.00,0.00,

-9,10,51.00,51.00,51.00,51.00,0.00,0.00,

-10,10,53.00,52.00,51.00,52.00,1.09,1.09,

-11,10,54.00,52.00,50.00,51.00,2.70,1.64,

-12,10,52.00,51.00,52.00,52.00,-0.55,0.55,

-13,10,51.00,51.00,51.00,51.00,0.00,0.00,

-14,10,52.00,51.00,51.00,52.00,0.00,1.10,

-15,10,52.00,51.00,51.00,50.00,1.11,0.00,

-16,10,53.00,49.00,51.00,49.00,1.12,1.12,

-17,10,52.00,51.00,51.00,51.00,0.56,0.56,

-18,10,52.00,51.00,51.00,51.00,0.56,0.56,

-19,10,52.00,52.00,52.00,52.00,0.00,0.00,

-20,10,53.00,52.00,51.00,51.00,1.64,0.55,

-21,10,54.00,51.00,52.00,52.00,0.55,1.62,

-22,10,51.00,51.00,51.00,51.00,0.00,0.00,

-23,10,52.00,51.00,51.00,51.00,0.56,0.56,

-24,10,51.00,51.00,50.00,51.00,0.56,0.56,

-25,10,54.00,52.00,51.00,51.00,2.16,1.09,

-26,10,53.00,53.00,61.00,51.00,-3.07,-5.01,

-27,10,51.00,51.00,51.00,51.00,0.00,0.00,

-28,10,58.00,51.00,51.00,51.00,3.67,3.67,

-29,10,53.00,52.00,51.00,52.00,1.09,1.09,

-30,10,47.00,53.00,52.00,51.00,-1.67,-3.81,

-30,11,59.00,52.00,51.00,52.00,4.12,4.12,

-29,11,52.00,51.00,51.00,51.00,0.56,0.56,

-28,11,51.00,51.00,50.00,51.00,0.56,0.56,

-27,11,49.00,51.00,49.00,51.00,0.00,0.00,

-26,11,55.00,50.00,51.00,50.00,2.18,2.18,

-25,11,53.00,52.00,51.00,51.00,1.64,0.55,

-24,11,52.00,51.00,51.00,51.00,0.56,0.56,

-23,11,52.00,52.00,51.00,51.00,1.10,0.00,

-22,11,45.00,50.00,52.00,52.00,-4.95,-2.81,

-21,11,55.00,53.00,51.00,52.00,2.65,1.61,

-20,11,52.00,51.00,51.00,51.00,0.56,0.56,

-19,11,51.00,51.00,51.00,50.00,0.56,-0.56,

-18,11,50.00,50.00,50.00,51.00,-0.57,0.57,

-17,11,51.00,49.00,49.00,51.00,0.00,2.25,

-16,11,51.00,52.00,51.00,51.00,0.56,-0.56,

-15,11,51.00,52.00,51.00,51.00,0.56,-0.56,

-14,11,53.00,52.00,51.00,52.00,1.09,1.09,

-13,11,53.00,53.00,49.00,50.00,3.78,0.56,

-12,11,42.00,53.00,50.00,50.00,-2.86,-6.10,

-11,11,52.00,51.00,51.00,51.00,0.56,0.56,

-10,11,51.00,51.00,51.00,50.00,0.56,-0.56,

-9,11,50.00,51.00,51.00,51.00,-0.56,-0.56,

-8,11,62.00,53.00,50.00,50.00,7.43,4.59,

-7,11,51.00,52.00,51.00,51.00,0.56,-0.56,

-6,11,52.00,52.00,51.00,51.00,1.10,0.00,

-5,11,52.00,52.00,51.00,52.00,0.55,0.55,

-4,11,52.00,53.00,52.00,52.00,0.55,-0.55,

-3,11,45.00,52.00,50.00,36.00,6.47,-11.63,

-2,11,52.00,51.00,51.00,51.00,0.56,0.56,

-1,11,49.00,51.00,51.00,51.00,-1.12,-1.12,

0,11,48.00,51.00,51.00,50.00,-1.13,-2.25,

1,11,54.00,51.00,52.00,50.00,1.64,0.55,

2,11,51.00,51.00,51.00,52.00,-0.56,0.56,

3,11,52.00,51.00,51.00,51.00,0.56,0.56,

4,11,53.00,52.00,52.00,52.00,0.55,0.55,

5,11,55.00,52.00,54.00,52.00,0.54,0.54,

6,11,51.00,52.00,50.00,51.00,1.11,0.00,

7,11,51.00,52.00,51.00,51.00,0.56,-0.56,

8,11,51.00,51.00,50.00,50.00,1.12,0.00,

9,11,52.00,51.00,50.00,50.00,1.67,0.56,

10,11,53.00,51.00,52.00,52.00,0.00,1.09,

11,11,51.00,51.00,51.00,51.00,0.00,0.00,

12,11,52.00,51.00,51.00,51.00,0.56,0.56,

13,11,52.00,52.00,51.00,52.00,0.55,0.55,

14,11,49.00,53.00,52.00,52.00,-1.10,-2.18,

15,11,54.00,51.00,52.00,50.00,1.64,0.55,

16,11,51.00,52.00,50.00,51.00,1.11,0.00,

17,11,50.00,51.00,51.00,51.00,-0.56,-0.56,

18,11,51.00,51.00,51.00,51.00,0.00,0.00,

19,11,41.00,53.00,52.00,50.00,-4.48,-7.59,

20,11,52.00,51.00,51.00,51.00,0.56,0.56,

21,11,52.00,52.00,51.00,51.00,1.10,0.00,

22,11,52.00,52.00,51.00,51.00,1.10,0.00,

23,11,50.00,50.00,49.00,50.00,0.57,0.57,

24,11,53.00,49.00,52.00,52.00,-1.10,2.18,

25,11,51.00,51.00,51.00,51.00,0.00,0.00,

26,11,51.00,52.00,51.00,51.00,0.56,-0.56,

27,11,51.00,51.00,51.00,51.00,0.00,0.00,

28,11,47.00,49.00,52.00,50.00,-3.37,-2.27,

29,11,51.00,52.00,51.00,51.00,0.56,-0.56,

29,12,56.00,51.00,51.00,51.00,2.68,2.68,

28,12,53.00,52.00,51.00,52.00,1.09,1.09,

27,12,49.00,51.00,52.00,51.00,-1.67,-1.67,

26,12,49.00,52.00,51.00,49.00,0.57,-2.78,

25,12,51.00,51.00,51.00,51.00,0.00,0.00,

24,12,52.00,51.00,50.00,51.00,1.11,1.11,

23,12,50.00,51.00,50.00,50.00,0.57,-0.57,

22,12,55.00,50.00,48.00,51.00,3.27,4.32,

21,12,51.00,52.00,51.00,51.00,0.56,-0.56,

20,12,52.00,51.00,51.00,51.00,0.56,0.56,

19,12,59.00,52.00,51.00,52.00,4.12,4.12,

18,12,51.00,51.00,50.00,51.00,0.56,0.56,

17,12,52.00,52.00,52.00,51.00,0.55,-0.55,

16,12,52.00,51.00,51.00,51.00,0.56,0.56,

15,12,51.00,51.00,51.00,50.00,0.56,-0.56,

14,12,50.00,50.00,50.00,50.00,0.00,0.00,

13,12,42.00,51.00,52.00,50.00,-5.04,-6.10,

12,12,52.00,51.00,50.00,51.00,1.11,1.11,

11,12,52.00,51.00,51.00,51.00,0.56,0.56,

10,12,52.00,52.00,51.00,51.00,1.10,0.00,

9,12,50.00,51.00,50.00,53.00,-1.11,1.11,

8,12,52.00,51.00,51.00,51.00,0.56,0.56,

7,12,51.00,51.00,51.00,51.00,0.00,0.00,

6,12,51.00,51.00,50.00,51.00,0.56,0.56,

5,12,49.00,50.00,51.00,52.00,-2.22,0.00,

4,12,56.00,50.00,52.00,52.00,1.08,3.18,

3,12,52.00,52.00,51.00,52.00,0.55,0.55,

2,12,52.00,52.00,52.00,51.00,0.55,-0.55,

1,12,53.00,52.00,51.00,52.00,1.09,1.09,

0,12,54.00,53.00,48.00,50.00,4.81,1.65,

-1,12,51.00,52.00,51.00,51.00,0.56,-0.56,

-2,12,51.00,52.00,51.00,51.00,0.56,-0.56,

-3,12,52.00,51.00,50.00,51.00,1.11,1.11,

-4,12,50.00,51.00,49.00,52.00,0.00,1.12,

-5,12,52.00,52.00,51.00,51.00,1.10,0.00,

-6,12,52.00,52.00,51.00,51.00,1.10,0.00,

-7,12,52.00,52.00,52.00,52.00,0.00,0.00,

-8,12,51.00,53.00,51.00,51.00,1.10,-1.10,

-9,12,47.00,50.00,51.00,53.00,-3.85,-0.57,

-10,12,52.00,51.00,51.00,51.00,0.56,0.56,

-11,12,52.00,51.00,51.00,51.00,0.56,0.56,

-12,12,52.00,51.00,50.00,51.00,1.11,1.11,

-13,12,45.00,51.00,51.00,52.00,-3.89,-2.81,

-14,12,52.00,52.00,51.00,52.00,0.55,0.55,

-15,12,52.00,52.00,51.00,51.00,1.10,0.00,

-16,12,52.00,52.00,51.00,52.00,0.55,0.55,

-17,12,53.00,53.00,52.00,50.00,2.16,-1.09,

-18,12,51.00,51.00,52.00,52.00,-1.10,0.00,

-19,12,52.00,52.00,51.00,51.00,1.10,0.00,

-20,12,52.00,51.00,51.00,51.00,0.56,0.56,

-21,12,49.00,51.00,51.00,51.00,-1.12,-1.12,

-22,12,54.00,53.00,52.00,53.00,1.07,1.07,

-23,12,52.00,52.00,51.00,52.00,0.55,0.55,

-24,12,52.00,52.00,51.00,51.00,1.10,0.00,

-25,12,54.00,52.00,51.00,52.00,1.62,1.62,

-26,12,48.00,53.00,53.00,50.00,-1.11,-4.32,

-27,12,52.00,51.00,51.00,51.00,0.56,0.56,

-28,12,52.00,52.00,51.00,51.00,1.10,0.00,

-29,12,49.00,87.00,51.00,51.00,14.04,-15.40,

-30,12,54.00,51.00,53.00,52.00,0.00,1.08,

-30,13,56.00,50.00,49.00,50.00,3.78,3.78,

-29,13,52.00,52.00,51.00,51.00,1.10,0.00,

-28,13,52.00,52.00,51.00,52.00,0.55,0.55,

-27,13,52.00,53.00,52.00,52.00,0.55,-0.55,

-26,13,41.00,53.00,53.00,52.00,-5.98,-6.99,

-25,13,47.00,48.00,47.00,47.00,0.60,-0.60,

-24,13,47.00,48.00,47.00,47.00,0.60,-0.60,

-23,13,46.00,48.00,47.00,48.00,-0.60,-0.60,

-22,13,46.00,48.00,45.00,49.00,0.00,1.21,

-21,13,49.00,48.00,47.00,48.00,1.18,1.18,

-20,13,51.00,51.00,50.00,50.00,1.12,0.00,

-19,13,52.00,51.00,50.00,51.00,1.11,1.11,

-18,13,54.00,49.00,49.00,51.00,1.67,3.81,

-17,13,43.00,49.00,50.00,51.00,-5.09,-2.89,

-16,13,51.00,51.00,50.00,50.00,1.12,0.00,

-15,13,50.00,51.00,49.00,50.00,1.13,0.00,

-14,13,51.00,50.00,50.00,50.00,0.57,0.57,

-13,13,53.00,49.00,47.00,51.00,2.25,4.40,

-12,13,52.00,51.00,50.00,50.00,1.67,0.56,

-11,13,51.00,51.00,50.00,50.00,1.12,0.00,

-10,13,52.00,51.00,50.00,51.00,1.11,1.11,

-9,13,48.00,50.00,50.00,50.00,-1.15,-1.15,

-8,13,53.00,50.00,51.00,51.00,0.56,1.65,

-7,13,50.00,51.00,50.00,50.00,0.57,-0.57,

-6,13,49.00,50.00,49.00,50.00,0.00,0.00,

-5,13,51.00,50.00,50.00,50.00,0.57,0.57,

-4,13,42.00,49.00,51.00,50.00,-5.65,-4.57,

-3,13,51.00,51.00,50.00,50.00,1.12,0.00,

-2,13,51.00,51.00,50.00,51.00,0.56,0.56,

-1,13,53.00,51.00,51.00,51.00,1.10,1.10,

0,13,54.00,50.00,51.00,50.00,1.65,1.65,

1,13,50.00,50.00,51.00,50.00,-0.57,-0.57,

2,13,51.00,50.00,50.00,50.00,0.57,0.57,

3,13,51.00,50.00,49.00,50.00,1.13,1.13,

4,13,47.00,49.00,49.00,51.00,-2.29,0.00,

5,13,42.00,50.00,51.00,51.00,-5.60,-4.53,

6,13,51.00,51.00,50.00,51.00,0.56,0.56,

7,13,52.00,51.00,50.00,51.00,1.11,1.11,

8,13,51.00,51.00,51.00,51.00,0.00,0.00,

9,13,44.00,50.00,51.00,51.00,-4.48,-3.40,

10,13,50.00,51.00,51.00,50.00,0.00,-1.12,

11,13,51.00,51.00,50.00,50.00,1.12,0.00,

12,13,51.00,50.00,50.00,50.00,0.57,0.57,

13,13,51.00,50.00,50.00,50.00,0.57,0.57,

14,13,49.00,52.00,51.00,51.00,-0.56,-1.67,

15,13,51.00,51.00,50.00,50.00,1.12,0.00,

16,13,50.00,51.00,50.00,50.00,0.57,-0.57,

17,13,51.00,51.00,50.00,51.00,0.56,0.56,

18,13,51.00,51.00,50.00,51.00,0.56,0.56,

19,13,53.00,50.00,42.00,50.00,6.10,6.10,

20,13,51.00,50.00,50.00,50.00,0.57,0.57,

21,13,51.00,50.00,49.00,50.00,1.13,1.13,

22,13,50.00,50.00,49.00,50.00,0.57,0.57,

23,13,53.00,50.00,49.00,50.00,2.22,2.22,

24,13,51.00,51.00,50.00,50.00,1.12,0.00,

25,13,51.00,50.00,50.00,50.00,0.57,0.57,

